bin
1008871
1003909
1001962
1077790
1077411
1002398
1003584
1003872
1003884
1000814
1007643
1003598
1003745
1003128
1087357
1001826
1007986
1089308
1001384
1003730
1077732
1002367
1007811
1008883
1008707
1002680
1005556
1008675
1083157
1000803
1003715
1002711
1088114
1004184
1087221
1008769
1003723
1002612
1003118
1001678
1003253
1004017
1003363
1077581
1085594
1008281
1001527
1002023
1001976
1079998
1003705
1079095
1077098
1001236
1007217
1002683
1002942
1003491
1008834
1007862
1001318
1007139
1002668
1078949
1008626
1008902
1083425
1001103
1003921
1077822
1002846
1083465
1005588
1001227
1075815
1079214
1008022
1077879
1000798
1005725
1007611
1079956
1000831
1008861
1002419
1089865
1002850
1002614
1008642
1008941
1079602
1000838
1086345
1000028
1002005
1002353
1003895
1004222
1004078
1006962
1019810
1016258
1006433
1077913
1006833
1019554
1077808
1004131
1006228
1004741
1005810
1079674
1006164
1005045
1083396
1018474
1004237
1018066
1006245
1020574
1004327
1019799
1020420
1020402
1004532
1080764
1089710
1006854
1004684
1004699
1087572
1006273
1019655
1016265
1082526
1078803
1006339
1004984
1004616
1018469
1009290
1016283
1078819
1004559
1004683
1006227
1009234
1077561
1004770
1087356
1018123
1006472
1087220
1082686
1018277
1019537
1006551
1077634
1006258
1009243
1004927
1087562
1005028
1084632
1018280
1005860
1090083
1079683
1006596
1020554
1005224
1006523
1084535
1018198
1005739
1076983
1017951
1083404
1016068
1020482
1088749
1004972
1020069
1019571
1018155
1019967
1078042
1004388
1006858
1017794
1006326
1019507
1005746
1006670
1016089
1005818
1078031
1009224
1079381
1004358
1082432
1013310
1014479
1011039
1086781
1009947
1015551
1008355
1014465
1010860
1013045
1013359
1015598
1026655
1012516
1024956
1082794
1089743
1077301
1067973
1014552
1025221
1076928
1078122
1008367
1013314
1009465
1012631
1010248
1025394
1014996
1084275
1012329
1085498
1012596
1026881
1089010
1013559
1088996
1015097
1026753
1013465
1014075
1013587
1026775
1014961
1010640
1014531
1012230
1013779
1084962
1082394
1013997
1080968
1012267
1090215
1076801
1078467
1015424
1013858
1013520
1082804
1012867
1089239
1027100
1014061
1010906
1015627
1013364
1011654
1024787
1025094
1027112
1008390
1026874
1015481
1014152
1082429
1082218
1011249
1011061
1088175
1014072
1025137
1014073
1027183
1014048
1010364
1010268
1012095
